mes_registro,periodo_registro,entidad_registro,municipio_registro,ubicacion_establecimiento,total_trabajadores,total_hombres,total_mujeres,total_no_especificado,actividad_economica,motivo_convenio,modalidad_contrato,clase_contrato,monto_pago,estatus_expediente
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,12750,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios recreativos prestados por el sector publico,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,15000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Servicios de reparacion y mantenimiento,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,106000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Comercio al por menor de gasolina y diesel,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5009.8,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,CADEREYTA JIMENEZ,1,0,1,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3421.2,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios educativos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,230141.4,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,10817.35,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,32138.73,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,Autotransporte de carga especializado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,6879,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,85000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GARCIA,3,3,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,13136.77,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,3,3,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,23835.8,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Restaurantes con servicio de preparacion de,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,117890.58,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4350,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SALINAS VICTORIA,1,0,0,1,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3717.28,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,3,0,0,3,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,31823.58,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,9392.7,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,ALLENDE,1,0,0,1,Comercio al por menor de carnes rojas,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,52326,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Otros servicios personales,Rescision de parte del patron,con contrato,individual,145900,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SANTA CATARINA,2,2,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,6477.8,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1454.17,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SALINAS VICTORIA,1,1,0,0,Autotransporte de carga especializado,Pago de prestaciones,con contrato,individual,6752,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,0,1,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,48612.86,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,0,0,1,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,105791.62,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4494,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,6629.8,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,35000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,0,0,1,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,10000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,12104.09,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,5,4,1,0,Otras construcciones de ingenieria civil,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,81473.16,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,45995.47,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,2,2,0,0,Comercio al por mayor de materias primas para la industria,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5748.98,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,5,5,0,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,45980.44,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios recreativos prestados por el sector publico,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,17218.4,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3915.17,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,4,2,2,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,52470,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,20666.22,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,2,0,2,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,14314.29,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,200000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GARCIA,4,4,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,287347.57,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Autotransporte de carga general,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,100000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,2,2,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,71790.12,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SALINAS VICTORIA,1,0,1,0,Autotransporte de carga especializado,Pago de prestaciones,con contrato,individual,2632,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,compañias de seguros y fianzas,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7216.2,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,30000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7282.11,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,10000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,0,0,1,Servicios de apoyo a los negocios,Rescision de parte del patron,con contrato,individual,102662.33,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,65000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,40057.16,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios recreativos prestados por el sector publico,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,12904.4,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Otros servicios personales,Rescision de parte del patron,con contrato,individual,18533.12,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,Cienega de Flores,2,2,0,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,82843.08,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,124758.17,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,2,2,0,0,"Otros servicios profesionales, cientificos y tecnicos",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,14379.61,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,1,0,0,"Servicios profesionales, cientificos y tecnicos",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1558.96,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2993.62,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,EL CARMEN,1,0,1,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,10000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,0,0,1,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,9431.3,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,61825,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,1,0,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,57093.19,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,3,2,1,0,"Servicios de investigacion, proteccion y seguridad",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,11260.7,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,67905.24,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SANTIAGO,1,1,0,0,Comercio al por menor en tiendas de autoservicio,Despido,con contrato,individual,25000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,2,0,2,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,37472.6,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8571.43,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,30000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,6249,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5980.8,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,1,0,Otros servicios recreativos prestados por el sector publico,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,64082.99,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,4,0,0,4,Otros servicios recreativos prestados por el sector publico,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,35077.9,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8100,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,18524.4,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,2,1,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,21537,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTEMORELOS,1,1,0,0,Comercio al por menor de otros alimentos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4319.09,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,0,0,1,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,21368.93,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,2,2,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,102800,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,2,2,0,0,Otros servicios recreativos prestados por el sector publico,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4960.4,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,0,1,0,Alquiler sin intermediacion de bienes raices,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,9197.99,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GARCIA,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1615,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Otros servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,47735.19,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,12597.39,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3266.32,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1150,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1905,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,9008,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios recreativos prestados por el sector publico,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,117808.08,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,4,1,3,0,Comercio al por mayor de abarrotes y alimentos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7405.4,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,20000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,0,0,1,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Pago de prestaciones,con contrato,individual,35000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,CADEREYTA JIMENEZ,1,1,0,0,"Comercio al por menor de articulos de ferreteria, tlapaleria y vidrios",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,14000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,5,5,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,32429.14,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,0,1,0,Comercio al por mayor de abarrotes y alimentos,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4113.86,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,0,0,1,"Servicios de investigacion, proteccion y seguridad",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,35000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SALINAS VICTORIA,1,1,0,0,Autotransporte de carga general,Pago de prestaciones|Terminacion voluntaria de la relacion de trabajo,con contrato,individual,70000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,0,1,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,75000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,0,1,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,90848.92,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,LINARES,1,0,1,0,Comercio al por menor de articulos para el esparcimiento,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1224,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,3,3,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,6230,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Autotransporte local de carga general,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1600,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,0,1,0,reparacion y mantenimiento de articulos para el hogar y personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7032,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,LINARES,1,1,0,0,Comercio al por menor de articulos para el esparcimiento,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1124,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SALINAS VICTORIA,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7692.4,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4000.21,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,LINARES,1,1,0,0,Comercio al por menor en tiendas de autoservicio,Rescision de parte del patron,con contrato,individual,34000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,LINARES,1,1,0,0,Comercio al por menor de articulos para el esparcimiento,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1724,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,JUAREZ,1,1,0,0,Autotransporte de carga general,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,10000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4900,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,52590.67,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,ALLENDE,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8113.34,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,LINARES,1,0,1,0,"Comercio al por menor de articulos de papeleria, libros, revistas y periodicos",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3974,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,LINARES,1,1,0,0,"Comercio al por menor de articulos de papeleria, para el esparcimiento y otros articulos de uso personal",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5132,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,6837.33,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,1,0,0,"Servicios profesionales, cientificos y tecnicos",Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3320.26,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SALINAS VICTORIA,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7692.4,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GARCIA,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,10000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,5431.63,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2240.71,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,0,0,1,Autotransporte de carga general,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3700,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Otros servicios de asistencia social,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,20000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,0,0,1,Autotransporte de carga general,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,9034,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,190000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,16000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,4,1,3,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,25068,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,0,1,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,14195.6,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,2,0,0,2,Otros servicios recreativos prestados por el sector publico,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,354643,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SANTA CATARINA,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2785.94,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,4,3,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8027.73,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,0,1,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7211.22,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,2000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,2,2,0,0,Otros servicios recreativos prestados por el sector privado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,10478,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,ALLENDE,1,1,0,0,Comercio al por menor en tiendas de autoservicio,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7499.94,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,Servicios de empacado y etiquetado,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,1631.24,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,ALLENDE,1,1,0,0,Comercio al por menor de articulos para el esparcimiento,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,10000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Transporte escolar y de personal,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,12000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,ALLENDE,1,1,0,0,Comercio al por menor en tiendas de autoservicio,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,8000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,ALLENDE,1,1,0,0,Comercio al por menor en tiendas de autoservicio,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4500,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,3000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GALEANA,1,0,0,1,Autotransporte de carga general,Pago de prestaciones,con contrato,individual,81302.4,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,15000,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,APODACA,1,0,1,0,Servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,4955.88,Con Conciliacion
Marzo,2026,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,12131.2,Con Conciliacion
